Shipment No.,Status,Direction,Product,Shipment Type,Product Type,Oper. Year,Oper. Period,Shipment Week,Shipment Day,Shipment Date,Principal,Carrier,Incoterm,Shipper Postcode,Shipper City,Shipper Country,Consignee Postcode,Consignee City,Consignee Country,Invoiced,Insurance,Letter Of Credit,Dangerous,Pieces,Actual Weight (kg),Volume (cbm),Charg. Weight (kg),W/M,FCL TEU,GP (EUR),Weight Group,Tracking Number,(Air)Port of Origin,Origin Country,(Air)Port of Destination,Destination Country,MS1 Count,MS2 Count,MS3 Count,MS4 Count,MS5 Count,MS6 Count
2100211,Active,Export,Oceanfreight FCL,FCL,FCL,2019,201911,2019/45,20191104,04.11.2019,Customer 209,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,CFR,.,DUBAI,AE - UNITED ARAB EMIRATES,.,ABU DHABI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"41,037",80.000,-,80,4,32.24,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,ABU DHABI,AE-UNITED ARAB EMIRATES,1,1,0,1,0,1
2100212,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201911,2019/45,20191106,06.11.2019,Customer 210,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,CFR,DL3 0XH,DARLINGTON,GB - UNITED KINGDOM,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"41,037",80.000,-,80,4,116.08,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,ABU DHABI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100213,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201910,2019/43,20191027,27.10.2019,Customer 477,HLCU - HAPAG-LLOYD AGENCY L.L.C,CFR,18055,ROSTOCK,DE - GERMANY,33166,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"12,470",40.000,-,40,2,692.92,-,-,HAMBURG,DE-GERMANY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,0
2100214,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201910,2019/43,20191023,23.10.2019,Customer 477,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,CFR,08830,SAN BOI,ES - SPAIN,33166,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"17,831",25.000,-,25,2,116.72,-,-,BARCELONA,ES-SPAIN,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,0
2100215,Active,Import,Oceanfreight LCL,LCL,LCL,2019,201911,2019/44,20191103,03.11.2019,Customer 849,YMLU - YANG MING (U.A.E) L.L.C.,CFR,1183 AT,AMSTELVEEN,NL - THE NETHERLANDS,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,324,2.040,-,2,0,244.79,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100216,Active,Import,Oceanfreight LCL,LCL,LCL,2019,201911,2019/44,20191103,03.11.2019,Customer 580,YMLU - YANG MING (U.A.E) L.L.C.,EXW,74889,SINSHEIM,DE - GERMANY,.,SHARJAH,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,582,6.753,-,7,0,-415.40,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100217,Active,Import,Oceanfreight LCL,LCL,LCL,2019,201911,2019/44,20191103,03.11.2019,Customer 580,YMLU - YANG MING (U.A.E) L.L.C.,EXW,97437,HASSFURT,DE - GERMANY,.,SHARJAH,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,282,5.174,-,5,0,-385.03,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100218,Active,Import,Oceanfreight LCL,LCL,LCL,2019,201911,2019/44,20191103,03.11.2019,Customer 400,YMLU - YANG MING (U.A.E) L.L.C.,EXW,97486,BAYREN,DE - GERMANY,.,SHARJAH,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,639,8.208,-,8,0,-519.48,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100219,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201911,2019/44,20191103,03.11.2019,Customer 767,HLCU - HAPAG-LLOYD AGENCY L.L.C,CFR,79804,DOGERN,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"7,127",120.000,-,120,6,109.63,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100220,Active,Export,Oceanfreight FCL,FCL,FCL,2019,201911,2019/44,20191103,03.11.2019,Customer 651,MAEU - MAERSK KANOO UAE LLC,CFR,R6W 4B1,WINKLER,CA - CANADA,050040,KAZAKISTAN,KZ - KAZAKHSTAN,Yes,N,N,N,-,"74,119",125.000,-,125,10,"2,141.24",-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,QINGDAO PT,CN-CHINA,1,1,1,1,0,0
2100221,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201911,2019/44,20191103,03.11.2019,Customer 592,HLCU - HAPAG-LLOYD AGENCY L.L.C,CFR,4731,EYNATTEN,BE - BELGIUM,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"3,408",15.260,-,15,1,77.39,-,-,ANTWERPEN,BE-BELGIUM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100222,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201910,2019/44,20191031,31.10.2019,Customer 183,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,CFR,90401,SANTA MONICA,US - UNITED STATES OF AMERICA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"4,200",8.900,-,9,1,109.63,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100223,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201910,2019/44,20191031,31.10.2019,Customer 544,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,CFR,SN1 2HY,UNITED KINGDOM,GB - UNITED KINGDOM,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"7,788",21.600,-,22,1,159.71,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100224,Active,Import,Oceanfreight LCL,LCL,LCL,2019,201910,2019/44,20191029,29.10.2019,Customer 740,YMLU - YANG MING (U.A.E) L.L.C.,CFR,2408 AV,ALPHEN AAN DEN RIJN,NL - THE NETHERLANDS,13123,SAFAT,KW - KUWAIT,Yes,N,N,N,-,"2,182",12.259,-,12,0,-18.09,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100225,Active,Export,Oceanfreight LCL,LCL,LCL,2019,201910,2019/44,20191029,29.10.2019,Customer 477,NAQA - VANGUARD LOGISTICS SERVICES UAE,FOB,33166,DUBAI,AE - UNITED ARAB EMIRATES,627606,SINGAPORE,SG - SINGAPORE,Yes,N,N,N,-,338,0.600,-,1,0,367.60,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,SINGAPORE,SG-SINGAPORE,1,1,1,1,0,0
2100226,Active,Import,Oceanfreight LCL,LCL,LCL,2019,201910,2019/44,20191029,29.10.2019,Customer 474,YMLU - YANG MING (U.A.E) L.L.C.,CFR,76835,WEYHER,DE - GERMANY,.,AJMAN,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,370",3.379,-,3,0,249.34,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100227,Active,Import,Oceanfreight LCL,LCL,LCL,2019,201910,2019/43,20191023,23.10.2019,Customer 913,ECUI - ECU LINE MIDDLE EAST LLC,CIF,201323,SHANGHAI,CN - CHINA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,461,2.831,-,3,0,444.06,-,-,SHANGHAI PT,CN-CHINA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100228,Active,Import,Oceanfreight LCL,LCL,LCL,2019,201910,2019/44,20191029,29.10.2019,Customer 940,YMLU - YANG MING (U.A.E) L.L.C.,CFR,79780,GERMANY,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,840",8.424,-,8,0,283.78,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100229,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201909,2019/39,20190929,29.09.2019,Customer 377,MAEU - MAERSK KANOO UAE LLC,CFR,20560,OÑATI- GUIPUZCOA,ES - SPAIN,.,SHARJAH,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"7,662",53.960,-,54,2,109.63,-,-,BILBAO,ES-SPAIN,SHARJAH,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100230,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201910,2019/44,20191030,30.10.2019,Customer 210,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,CFR,DL3 0XH,DARLINGTON,GB - UNITED KINGDOM,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"30,553",80.000,-,80,4,116.08,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,ABU DHABI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100231,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201910,2019/44,20191028,28.10.2019,Customer 199,HLCU - HAPAG-LLOYD AGENCY L.L.C,CFR,4000,LIEGE,BE - BELGIUM,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"11,221",40.000,-,40,2,109.63,-,-,ANTWERPEN,BE-BELGIUM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100232,Active,Export,Oceanfreight FCL,FCL,FCL,2019,201910,2019/44,20191029,29.10.2019,Customer 707,HLCU - HAPAG-LLOYD AGENCY L.L.C,CFR,.,DUBAI,AE - UNITED ARAB EMIRATES,02236,VILNIUS,LT - LITHUANIA,Yes,N,N,N,-,"49,022",50.000,-,50,4,67.85,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,KLAIPEDA,LT-LITHUANIA,1,1,1,1,0,0
2100233,Active,Import,Oceanfreight LCL,LCL,LCL,2019,201910,2019/44,20191029,29.10.2019,Customer 895,YMLU - YANG MING (U.A.E) L.L.C.,CFR,.,DUBAI,AE - UNITED ARAB EMIRATES,31411,DAMMAN,SA - SAUDI ARABIA,Yes,N,N,N,-,"2,777",6.181,-,6,0,-22.22,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100234,Active,Export,Oceanfreight FCL,FCL,FCL,2019,201910,2019/44,20191029,29.10.2019,Customer 716,MAEU - MAERSK KANOO UAE LLC,EXW,.,DUBAI,AE - UNITED ARAB EMIRATES,1634,TAGUIG,PH - PHILIPPINES,Yes,N,N,N,-,"61,616",75.000,-,75,6,251.42,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,MANILA,PH-PHILIPPINES,1,1,1,1,0,0
2100235,Active,Export,Oceanfreight FCL,FCL,FCL,2019,201910,2019/43,20191023,23.10.2019,Customer 209,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,CFR,.,DUBAI,AE - UNITED ARAB EMIRATES,.,ABU DHABI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"30,553",80.000,-,80,4,32.24,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,ABU DHABI,AE-UNITED ARAB EMIRATES,1,0,0,1,0,1
2100236,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201910,2019/44,20191028,28.10.2019,Customer 341,HLCU - HAPAG-LLOYD AGENCY L.L.C,DDP,79650,SCHOPFHEIM,DE - GERMANY,.,ABU DHABI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"4,940",40.000,-,40,2,43.71,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100237,Active,Import,Oceanfreight LCL,LCL,LCL,2019,201910,2019/44,20191028,28.10.2019,Customer 554,NAQA - VANGUARD LOGISTICS SERVICES UAE,CFR,3303,MOOSSEEDORF,AE - UNITED ARAB EMIRATES,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,420",3.564,-,4,0,109.63,-,-,ANTWERPEN,BE-BELGIUM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100238,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201910,2019/43,20191021,21.10.2019,Customer 477,HLCU - HAPAG-LLOYD AGENCY L.L.C,CFR,18055,ROSTOCK,DE - GERMANY,33166,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"93,190",300.000,-,300,15,481.27,-,-,HAMBURG,DE-GERMANY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100239,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201911,2019/46,20191113,13.11.2019,Customer 426,MAEU - MAERSK KANOO UAE LLC,DDP,.,DUBAI,AE - UNITED ARAB EMIRATES,.,ABU DHABI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,595",1.000,-,2,1,195.27,-,-,TRIESTE,IT-ITALY,ABU DHABI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100240,Active,Import,Oceanfreight LCL,LCL,LCL,2019,201910,2019/43,20191027,27.10.2019,Customer 862,GLO1 - GLOBELINK WEST STAR SHIPPING LLC,CFR,73220,NAKHONPATHOM,TH - THAILAND,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,752,7.424,-,7,0,197.21,-,-,BANGKOK,TH-THAILAND,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100241,Active,Export,Oceanfreight FCL,FCL,FCL,2019,201910,2019/43,20191027,27.10.2019,Customer 699,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,CFR,",",DUBAI,AE - UNITED ARAB EMIRATES,1401,SOUTH AFRICA,ZA - SOUTH-AFRICA,Yes,N,N,N,-,"20,950",51.000,-,51,2,258.21,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,DURBAN,ZA-SOUTH AFRICA,1,1,1,1,0,0
2100242,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201910,2019/43,20191027,27.10.2019,Customer 675,SUDU - HAMBURG SUD SHIPPING LLC,EXW,ST63RB,STOKE-ON-TRENT,GB - UNITED KINGDOM,.,TECOM (MEDIA CITY),AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"5,920",14.868,-,15,1,230.51,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100243,Active,Import,Oceanfreight LCL,LCL,LCL,2019,201910,2019/44,20191028,28.10.2019,Customer 335,CGMU - CMA CGM AND ANL (NE) LLC,EXW,81400,SENAI JOHOR,MY - MALAYSIA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"5,194",21.710,-,22,0,437.16,-,-,"PASIR GUDANG, JOHOR",MY-MALAYSIA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100244,Active,Import,Oceanfreight LCL,LCL,LCL,2019,201910,2019/43,20191024,24.10.2019,Customer 914,GAC - GAC AGENCY COMPANY LLC,CIF,88074,MECKENBEUREN,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,165,1.270,-,1,0,109.24,-,-,HAMBURG,DE-GERMANY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100245,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201910,2019/43,20191026,26.10.2019,Customer 377,MAEU - MAERSK KANOO UAE LLC,CFR,20560,OÑATI- GUIPUZCOA,ES - SPAIN,.,SHARJAH,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"7,593",49.230,-,49,2,109.63,-,-,BILBAO,ES-SPAIN,SHARJAH,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100246,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201910,2019/43,20191027,27.10.2019,Customer 492,HLCU - HAPAG-LLOYD AGENCY L.L.C,CFR,25365,KLEIN OFFENSETH-SPARRIESHOOP,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"12,345",20.000,-,20,1,77.39,-,-,ANTWERPEN,BE-BELGIUM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100247,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201910,2019/43,20191024,24.10.2019,Customer 631,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,CFR,HD1 6SB,HUDDERSFIELD,GB - UNITED KINGDOM,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"17,724",40.000,-,40,2,77.39,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100248,Active,Export,Oceanfreight FCL,FCL,FCL,2019,201910,2019/43,20191022,22.10.2019,Customer 725,MAEU - MAERSK KANOO UAE LLC,EXW,.,ABU DHABI,AE - UNITED ARAB EMIRATES,B46,BIRMINGHAM,GB - UNITED KINGDOM,Yes,N,N,N,-,"10,100",16.000,-,16,1,170.55,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,FELIXSTOWE,GB-UNITED KINGDOM,1,1,1,1,0,0
2100249,Active,Import,Oceanfreight LCL,LCL,LCL,2019,201910,2019/43,20191021,21.10.2019,Customer 260,YMLU - YANG MING (U.A.E) L.L.C.,CFR,1332 ED,ALMERE,NL - THE NETHERLANDS,.,MUSCAT,OM - OMAN,Yes,N,N,N,-,185,0.853,-,1,0,-15.13,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100250,Active,Import,Oceanfreight LCL,LCL,LCL,2019,201910,2019/43,20191021,21.10.2019,Customer 239,YMLU - YANG MING (U.A.E) L.L.C.,CFR,67065,LUDWIGSHAFEN,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,866",2.304,-,2,0,234.89,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100251,Active,Import,Oceanfreight LCL,LCL,LCL,2019,201910,2019/43,20191021,21.10.2019,Customer 657,YMLU - YANG MING (U.A.E) L.L.C.,CFR,3530,HOUTHALEN,BE - BELGIUM,.,SHARJAH,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,220,1.142,-,1,0,243.33,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100252,Active,Import,Oceanfreight LCL,LCL,LCL,2019,201910,2019/43,20191021,21.10.2019,Customer 653,YMLU - YANG MING (U.A.E) L.L.C.,EXW,46446,EMMERICH AM RHEIN,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,188",5.041,-,5,0,404.81,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100253,Active,Import,Oceanfreight LCL,LCL,LCL,2019,201910,2019/43,20191021,21.10.2019,Customer 580,YMLU - YANG MING (U.A.E) L.L.C.,EXW,97486,BAYREN,DE - GERMANY,.,SHARJAH,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,296,3.504,-,4,0,-234.62,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100254,Active,Import,Oceanfreight LCL,LCL,LCL,2019,201910,2019/43,20191021,21.10.2019,Customer 754,YMLU - YANG MING (U.A.E) L.L.C.,EXW,97437,HASSFURT,DE - GERMANY,.,SHARJAH,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,437,6.071,-,6,0,-672.30,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100255,Active,Import,Oceanfreight LCL,LCL,LCL,2019,201910,2019/43,20191021,21.10.2019,Customer 226,YMLU - YANG MING (U.A.E) L.L.C.,EXW,27580,BREMERHAVEN,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,325",3.648,-,4,0,168.36,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100256,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201910,2019/43,20191024,24.10.2019,Customer 630,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,CFR,HD59AF,HUDDESFIELD,GB - UNITED KINGDOM,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"4,835",23.710,-,24,1,109.63,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100257,Active,Import,Oceanfreight LCL,LCL,LCL,2019,201910,2019/42,20191020,20.10.2019,Customer 413,SHPT - SSC CONSOLIDATION SHIPCO,DAP,127021,HARYANA,IN - INDIA,.,SHARJAH,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,018",3.038,-,3,0,129.97,-,-,JAWAHARLAL NEHRU (NHAVA SHEVA),IN-INDIA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100258,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201911,2019/47,20191119,19.11.2019,Customer 536,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,DDP,.,HAZMIEH,LB - LEBANON,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"2,180",40.000,-,40,2,69.65,-,-,THESSALON KI,GR-GREECE,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100259,Active,Import,Oceanfreight LCL,LCL,LCL,2019,201911,2019/44,20191101,01.11.2019,Customer 536,SHPT - SSC CONSOLIDATION SHIPCO,DDP,.,HAZMIEH,LB - LEBANON,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,472,7.350,-,7,0,175.08,-,-,GENOVA,IT-ITALY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100260,Active,Import,Oceanfreight LCL,LCL,LCL,2019,201911,2019/44,20191103,03.11.2019,Customer 294,ECUI - ECU LINE MIDDLE EAST LLC,DAP,200746,ROMANIA,RO - ROMANIA,0000,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"2,210",2.980,-,3,0,195.19,-,-,SHANGHAI PT,CN-CHINA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100261,Active,Import,Oceanfreight LCL,LCL,LCL,2019,201911,2019/46,20191114,14.11.2019,Customer 355,NAQA - VANGUARD LOGISTICS SERVICES UAE,DDP,LU3 3AN,LUTON,GB - UNITED KINGDOM,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,85,0.223,-,0,0,109.93,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,ABU DHABI,AE-UNITED ARAB EMIRATES,1,0,1,0,1,0
2100262,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201910,2019/42,20191016,16.10.2019,Customer 477,COSU - COSCO SHIPPING,CFR,200072,"ZHABEI DISTRICT, SHANGHAI",CN - CHINA,33166,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"6,060",7.000,-,7,1,165.09,-,-,SHANGHAI PT,CN-CHINA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100263,Active,Import,Oceanfreight LCL,LCL,LCL,2019,201910,2019/42,20191020,20.10.2019,Customer 333,CGMU - CMA CGM AND ANL (NE) LLC,EXW,38118,MEMPHIS,US - UNITED STATES OF AMERICA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,168",2.960,-,3,0,254.85,-,-,SAVANNAH,US-UNITED STATES OF AMERICA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100264,Active,Import,Oceanfreight LCL,LCL,LCL,2019,201910,2019/42,20191020,20.10.2019,Customer 924,CPW - CP WORLD LLC,CFR,8630,RUETI,CH - SWITZERLAND,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,860",6.012,-,6,0,109.63,-,-,QINGDAO PT,CN-CHINA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100265,Active,Import,Oceanfreight LCL,LCL,LCL,2019,201910,2019/42,20191018,18.10.2019,Customer 830,SHPT - SSC CONSOLIDATION SHIPCO,CFR,97100,RAGUSA,IT - ITALY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,862,3.690,-,4,0,109.63,-,-,MILANO,IT-ITALY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100266,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201910,2019/42,20191018,18.10.2019,Customer 778,HDMU - HYUNDAI MERCHANT MARINE UAE LLC,CFR,510852,SHENZHEN,CN - CHINA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"11,810",14.660,-,15,2,109.63,-,-,SHEKOU PT,CN-CHINA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100267,Active,Import,Oceanfreight LCL,LCL,LCL,2019,201910,2019/42,20191017,17.10.2019,Customer 248,GLO1 - GLOBELINK WEST STAR SHIPPING LLC,CFR,3095,LIMASSOL,CY - CYPRUS,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,512",10.800,-,11,0,109.63,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2100268,Active,Import,Oceanfreight FCL,FCL,FCL,2019,201910,2019/42,20191020,20.10.2019,Customer 592,HLCU - HAPAG-LLOYD AGENCY L.L.C,CFR,4731,EYNATTEN,BE - BELGIUM,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,432",56.000,-,56,2,77.39,-,-,ANTWERPEN,BE-BELGIUM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
