Shipment No.,Status,Direction,Product,Shipment Type,Product Type,Oper. Year,Oper. Period,Shipment Week,Shipment Day,Shipment Date,Principal,Carrier,Incoterm,Shipper Postcode,Shipper City,Shipper Country,Consignee Postcode,Consignee City,Consignee Country,Invoiced,Insurance,Letter Of Credit,Dangerous,Pieces,Actual Weight (kg),Volume (cbm),Charg. Weight (kg),W/M,FCL TEU,GP (EUR),Weight Group,Tracking Number,(Air)Port of Origin,Origin Country,(Air)Port of Destination,Destination Country,MS1 Count,MS2 Count,MS3 Count,MS4 Count,MS5 Count,MS6 Count
2101820,Active,Export,Oceanfreight LCL,LCL,LCL,2020,202004,2020/15,20200407,07.04.2020,Customer 698,SHPT - SSC CONSOLIDATION SHIPCO,EXW,.,DUBAI,AE - UNITED ARAB EMIRATES,2040,HONEYDEW 2040,ZA - SOUTH-AFRICA,Yes,N,N,N,-,"1,862",2.589,-,3,0,268.58,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,DURBAN,ZA-SOUTH AFRICA,1,1,1,1,0,0
2101821,Active,Import,Oceanfreight LCL,LCL,LCL,2020,202004,2020/15,20200406,06.04.2020,Customer 341,SHPT - SSC CONSOLIDATION SHIPCO,DDP,79650,SCHOPFHEIM,DE - GERMANY,.,ABU DHABI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,792,5.304,-,5,0,174.94,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2101822,Active,Import,Oceanfreight FCL,FCL,FCL,2020,202004,2020/15,20200406,06.04.2020,Customer 322,EGLV - EVERGREEN SHIPPING AGENCY COMPANY (UAE) L.L.C,DDP,523333,GUANGDONG,CN - CHINA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"15,746",0.000,-,16,10,367.56,-,-,SHEKOU PT,CN-CHINA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2101823,Active,Import,Oceanfreight LCL,LCL,LCL,2020,202004,2020/15,20200406,06.04.2020,Customer 333,MCL - MCL SHIPPING LLC (MASTER CONSOL LINE),EXW,32689,KALLETAL,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,984,3.168,-,3,0,239.38,-,-,HAMBURG,DE-GERMANY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2101824,Active,Import,Oceanfreight LCL,LCL,LCL,2020,202004,2020/15,20200406,06.04.2020,Customer 887,MCL - MCL SHIPPING LLC (MASTER CONSOL LINE),EXW,22949,AMMERSBEK,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,325,1.200,-,1,0,201.97,-,-,HAMBURG,DE-GERMANY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2101825,Active,Export,Oceanfreight LCL,LCL,LCL,2020,202003,2020/11,20200313,13.03.2020,Customer 774,YMLU - YANG MING (U.A.E) L.L.C.,CFR,.,AJMAN,AE - UNITED ARAB EMIRATES,-,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"4,105",7.200,-,7,0,123.82,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,1,1,1,0
2101826,Active,Import,Oceanfreight LCL,LCL,LCL,2020,202004,2020/14,20200405,05.04.2020,Customer 810,YMLU - YANG MING (U.A.E) L.L.C.,CFR,3600,GENK,BE - BELGIUM,.,AJMAN-U.A.E.,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"4,105",7.200,-,7,0,524.23,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,0
2101827,Active,Import,Oceanfreight FCL,FCL,FCL,2020,202004,2020/15,20200407,07.04.2020,Customer 840,YMLU - YANG MING (U.A.E) L.L.C.,FOB,63263,NEU ISENBURG,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"15,368",18.000,-,18,1,199.48,-,-,HAMBURG,DE-GERMANY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2101828,Active,Import,Oceanfreight FCL,FCL,FCL,2020,202004,2020/15,20200406,06.04.2020,Customer 510,YMLU - YANG MING (U.A.E) L.L.C.,CFR,63263,NEU ISENBURG,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"15,368",20.000,-,20,1,109.63,-,-,HAMBURG,DE-GERMANY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2101829,Active,Import,Oceanfreight FCL,FCL,FCL,2020,202004,2020/16,20200415,15.04.2020,Customer 510,YMLU - YANG MING (U.A.E) L.L.C.,CFR,63263,NEU ISENBURG,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"10,818",20.000,-,20,1,109.63,-,-,HAMBURG,DE-GERMANY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2101830,Active,Import,Oceanfreight LCL,LCL,LCL,2020,202004,2020/15,20200409,09.04.2020,Customer 378,SHPT - SSC CONSOLIDATION SHIPCO,CFR,48160,DERIO,ES - SPAIN,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,869,2.370,-,2,0,109.63,-,-,BARCELONA,ES-SPAIN,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2101831,Active,Import,Oceanfreight FCL,FCL,FCL,2020,202004,2020/17,20200423,23.04.2020,Customer 767,HLCU - HAPAG-LLOYD AGENCY L.L.C,CFR,79804,DOGERN,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"4,080",60.000,-,60,3,109.63,-,-,ANTWERPEN,BE-BELGIUM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2101832,Active,Import,Oceanfreight FCL,FCL,FCL,2020,202004,2020/15,20200408,08.04.2020,Customer 767,HLCU - HAPAG-LLOYD AGENCY L.L.C,CFR,79804,DOGERN,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"9,150",200.000,-,200,10,109.63,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,0
2101833,Active,Import,Oceanfreight LCL,LCL,LCL,2020,202004,2020/14,20200405,05.04.2020,Customer 248,SHPT - SSC CONSOLIDATION SHIPCO,CFR,3095,LIMASSOL,CY - CYPRUS,.,SHARJAH,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"2,328",7.368,-,7,0,109.63,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2101834,Active,Import,Oceanfreight LCL,LCL,LCL,2020,202004,2020/15,20200409,09.04.2020,Customer 205,SHPT - SSC CONSOLIDATION SHIPCO,CFR,4000,ANTWERPEN,BE - BELGIUM,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,747,4.672,-,5,0,109.63,-,-,ANTWERPEN,BE-BELGIUM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,0
2101835,Active,Import,Oceanfreight FCL,FCL,FCL,2020,202004,2020/15,20200407,07.04.2020,Customer 422,HLCU - HAPAG-LLOYD AGENCY L.L.C,CFR,71229,LEONBERG,DE - GERMANY,-,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"7,748",20.000,-,20,1,109.63,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,0
2101836,Active,Import,Oceanfreight FCL,FCL,FCL,2020,202004,2020/17,20200424,24.04.2020,Customer 937,OOCL - OOCL (UAE) LLC,CFR,YO224PT,WHITBY,GB - UNITED KINGDOM,.,ABU DHABI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"6,750",20.000,-,20,1,32.24,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,ABU DHABI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,0
2101837,Active,Import,Oceanfreight LCL,LCL,LCL,2020,202004,2020/14,20200402,02.04.2020,Customer 294,SHPT - SSC CONSOLIDATION SHIPCO,DAP,200746,ROMANIA,RO - ROMANIA,0000,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"2,750",3.120,-,3,0,105.17,-,-,SHANGHAI PT,CN-CHINA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2101838,Active,Import,Oceanfreight LCL,LCL,LCL,2020,202004,2020/14,20200402,02.04.2020,Customer 294,SHPT - SSC CONSOLIDATION SHIPCO,DAP,200746,CRAIOVA,RO - ROMANIA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"3,731",6.560,-,7,0,263.94,-,-,SHANGHAI PT,CN-CHINA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2101839,Active,Import,Oceanfreight FCL,FCL,FCL,2020,202004,2020/15,20200411,11.04.2020,Customer 322,EGLV - EVERGREEN SHIPPING AGENCY COMPANY (UAE) L.L.C,DDP,523333,GUANGDONG,CN - CHINA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"25,193",410.224,-,410,16,518.39,-,-,SHEKOU PT,CN-CHINA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2101840,Active,Import,Oceanfreight FCL,FCL,FCL,2020,202004,2020/16,20200415,15.04.2020,Customer 143,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,DAP,1930,ZAVENTEM,BE - BELGIUM,.,ABU DHABI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"10,948",60.000,-,60,3,982.35,-,-,ANTWERPEN,BE-BELGIUM,ABU DHABI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2101841,Active,Import,Oceanfreight LCL,LCL,LCL,2020,202004,2020/15,20200407,07.04.2020,Customer 484,SHPT - SSC CONSOLIDATION SHIPCO,DDP,31621,SARRIGUREN,ES - SPAIN,.,ABU DHBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,016",5.410,-,5,0,136.51,-,-,BARCELONA,ES-SPAIN,ABU DHABI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2101842,Active,Import,Oceanfreight LCL,LCL,LCL,2020,202004,2020/14,20200405,05.04.2020,Customer 756,SHPT - SSC CONSOLIDATION SHIPCO,CIP,2630,TERNITZ,AT - AUSTRIA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"3,880",0.637,-,4,0,109.63,-,-,HAMBURG,DE-GERMANY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2101843,Active,Import,Oceanfreight FCL,FCL,FCL,2020,202004,2020/15,20200409,09.04.2020,Customer 357,SUDU - HAMBURG SUD SHIPPING LLC,CFR,HD5 9AF,HUDERSFIELD WEST YORKSHIRE,GB - UNITED KINGDOM,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"5,460",23.640,-,24,1,109.63,-,-,LONDON,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2101844,Active,Import,Oceanfreight LCL,LCL,LCL,2020,202003,2020/14,20200331,31.03.2020,Customer 529,NAQA - VANGUARD LOGISTICS SERVICES UAE,CFR,HU15 2RP,NEWPORT,GB - UNITED KINGDOM,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,117,1.200,-,1,0,105.24,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2101845,Active,Import,Oceanfreight FCL,FCL,FCL,2020,202004,2020/14,20200403,03.04.2020,Customer 165,MAEU - MAERSK KANOO UAE LLC,EXW,.,DUBAI,AE - UNITED ARAB EMIRATES,18328,BRANDONS BEACH,BB - BARBADOS,Yes,N,N,N,-,"5,118",25.000,-,25,2,267.02,-,-,ANTWERPEN,BE-BELGIUM,BRIDGETOWN,BB-BARBADOS,1,1,1,1,1,0
2101846,Active,Import,Oceanfreight LCL,LCL,LCL,2020,202003,2020/13,20200329,29.03.2020,Customer 392,NAQA - VANGUARD LOGISTICS SERVICES UAE,CFR,WV1 2RP,WOLVERHAMPTON,GB - UNITED KINGDOM,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,166",3.600,-,4,0,109.63,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2101847,Active,Import,Oceanfreight LCL,LCL,LCL,2020,202003,2020/13,20200329,29.03.2020,Customer 368,NAQA - VANGUARD LOGISTICS SERVICES UAE,CFR,M17 1QS,MANCHESTER,GB - UNITED KINGDOM,.,SHARJAH,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"2,444",0.000,-,2,0,109.63,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2101848,Active,Import,Oceanfreight LCL,LCL,LCL,2020,202003,2020/13,20200327,27.03.2020,Customer 269,CGMU - CMA CGM AND ANL (NE) LLC,EXW,71522,BACKNANG,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,202,0.885,-,1,0,215.39,-,-,HAMBURG,DE-GERMANY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2101849,Active,Import,Oceanfreight LCL,LCL,LCL,2020,202003,2020/13,20200327,27.03.2020,Customer 269,MAEU - MAERSK KANOO UAE LLC,EXW,52404,DEDAR RAPIDS,US - UNITED STATES OF AMERICA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,76,1.019,-,1,0,78.67,-,-,NORFOLK,US-UNITED STATES OF AMERICA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2101850,Active,Import,Oceanfreight LCL,LCL,LCL,2020,202003,2020/13,20200327,27.03.2020,Customer 766,SHPT - SSC CONSOLIDATION SHIPCO,EXW,20851,LISSONE,IT - ITALY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,456,4.300,-,4,0,109.63,-,-,MILANO,IT-ITALY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2101851,Active,Export,Oceanfreight FCL,FCL,FCL,2020,202003,2020/13,20200328,28.03.2020,Customer 255,HLCU - HAPAG-LLOYD AGENCY L.L.C,FOB,-,DUBAI,AE - UNITED ARAB EMIRATES,16320,ALGIERS,DZ - ALGERIA,Yes,N,N,N,-,"3,527",25.784,-,26,1,56.75,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,ALGER (ALGIERS),DZ-ALGERIA,1,2,1,1,0,0
2101852,Active,Import,Oceanfreight LCL,LCL,LCL,2020,202003,2020/13,20200327,27.03.2020,Customer 223,SHPT - SSC CONSOLIDATION SHIPCO,EXW,20305,"IRUN, GIPUZKOA",ES - SPAIN,-,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,68,1.410,-,1,0,70.68,-,-,BARCELONA,ES-SPAIN,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
